	Chrom	Start	End	Strand	Site Selection Category	Cluster ID	Site Delta	Site Std	Intercept	r Age	r Sex	r CT-PC1	r CT-PC2	r Age / Std	r Sex / Std	r CT-PC1 / Std	r CT-PC2 / Std
cg18933331	chr1	110186417	110186418	-	Age	6	0.368872610051341	0.060917770359809456	0.5928281540786555	-0.2423912129269605	0.014478426580183841	-0.0053685741575025415	-0.006514324116325444	-3.978990227240462	0.2376716431784574	-0.08812821161695804	-0.10693635170572945
cg19560758	chr1	8086720	8086721	+	Age	7	0.2900384435238708	0.041764474652557275	0.11157687741042895	0.13685982762662685	-0.016828654441880087	0.04466341373287412	0.05448613884765198	3.276943592974102	-0.4029418442798407	1.0694116017125417	1.304604913647962
cg19595760	chr1	25948510	25948511	+	Cell Type PC2	8	0.435672814107625	0.03907452119410284	0.30393749820929916	0.02712523024063663	-0.018581356102402663	-0.0036905422003568195	0.20321242062453387	0.6941922616502948	-0.4755363734362784	-0.09444881440834646	5.2006375104399964
cg19631762	chr1	218698560	218698561	-	Mixed	3	0.408009381266132	0.06481054919044332	0.4385507583327204	-0.1351268646894936	-0.02890830155087054	-0.2394913317254453	-0.09014721122158563	-2.0849516996442734	-0.44604315056680977	-3.6952523118066654	-1.3909342282641595
cg20460771	chr1	28521539	28521540	-	Cell Type PC2	2	0.40716488468023004	0.05766636619198022	0.796053914892187	-0.013700420122557132	0.009254552137951344	0.20418641324448075	-0.321733551621017	-0.23758077762254556	0.16048439929683644	3.540823303565075	-5.579223607569037
cg20591472	chr1	110008989	110008990	-	Age	7	0.4971889469741033	0.07233980481003527	0.11777450048889063	0.2353072769731124	-0.026461919619104234	-0.08866813003943712	0.16325066158430426	3.2528049749516277	-0.3658002629201638	-1.2257170208335524	2.256719685835501
cg20822990	chr1	17338765	17338766	-	Age	6	0.421061476580437	0.04029363659110979	0.3827139408719103	-0.14400514724239744	-0.016804076968285314	0.07084151517865128	-0.02052463975065165	-3.573893036851633	-0.4170404656896343	1.758131585330311	-0.5093767028012586
cg21991396	chr1	247581416	247581417	+	Cell Type PC1	9	0.6921045445624876	0.09805718407510086	0.7378801046308967	-0.010750553865224468	-0.009884610954463552	-0.5776400563837201	-0.022575422686749697	-0.10963555568749296	-0.1008045565217643	-5.890848914663022	-0.2302271159394037
cg22713444	chr1	145512659	145512660	-	Cell Type PC1	9	0.7176668890932297	0.10309245442190734	0.7117280892340079	-0.0223433641440909	-0.010141058982916284	-0.6038541056178796	-0.050298904779545184	-0.2167313240273664	-0.09836858613738941	-5.8574035219551375	-0.4879009337938177
cg22730004	chr1	158656717	158656718	-	Age	6	0.7179202836795	0.11122522886566721	0.5280383980336171	-0.361804061147688	-0.026315698111783553	-0.0025613561074209514	-0.15500165719277442	-3.2528956320212075	-0.2365982824235539	-0.023028553265684364	-1.3935836210324044
cg23078123	chr1	68577795	68577796	+	Age	4	0.45366178092244797	0.059405510501954265	0.7316619039247155	-0.20269697198449674	-0.016959941044364726	-0.050561673031327796	0.038069367760889705	-3.4120903982102573	-0.28549440785980273	-0.8511276580926691	0.6408389969081628
cg23715749	chr1	37413866	37413867	+	Age	6	0.7810035795075867	0.08339633092721765	0.5633470448976975	-0.27417548157923516	-0.0011880078310927134	0.11268164929924049	-0.135967317455621	-3.2876204328283447	-0.014245324918784755	1.351158354887111	-1.6303752928205382
cg23955417	chr1	26880927	26880928	-	Mixed	3	0.3980180954813738	0.06753639761592839	0.5226094811487624	-0.1016879882978178	-0.0108056144137052	-0.25141383503305104	-0.27774895220080975	-1.5056768185372504	-0.15999690233932032	-3.722642070173955	-4.112581689363054
cg24155190	chr1	201476618	201476619	-	Age	6	0.3953387752490753	0.041826041865469836	0.1897362873602193	-0.133806791065943	-0.009364301544352749	0.0147111639935679	-0.048739974272150724	-3.1991263121746494	-0.22388686872337302	0.3517225952406684	-1.1653020964527077
cg24254842	chr1	42193352	42193353	-	Cell Type PC2	5	0.2501034199295205	0.03971213692328526	0.2836082652573623	-0.046057752263163707	-0.008512256594400552	-0.08527162402815039	-0.2113094743491113	-1.1597903268750487	-0.21434899388175155	-2.1472434030149423	-5.321030060842928
cg24468934	chr1	26880766	26880767	-	Cell Type PC2	5	0.29270768087578397	0.039811079802873246	0.5268981058201748	-0.033025235499907095	-0.010684472552026925	-0.024953193362995858	-0.2118036350071858	-0.8295488508082013	-0.26837937089201497	-0.6267901671231468	-5.3202182923935535
cg24501381	chr1	43001071	43001072	+	Cell Type PC1	9	0.58204396097052	0.09075990577538476	0.7536721020092381	0.0033159037318904174	-0.011191135090095505	-0.5296851040924477	-0.03462097369446501	0.036534896147828885	-0.12330483372020735	-5.83611341998666	-0.3814566949876083
cg25310233	chr1	31234436	31234437	+	Cell Type PC2	8	0.5048841558078829	0.04978776305762648	0.2600889414968322	0.02191480549117772	-0.019700922486305866	0.039067983793730734	0.287262854429176	0.4401644931468921	-0.39569808475836077	0.7846904820469999	5.769748162750066
cg25410668	chr1	28241576	28241577	-	Age	7	0.584965602609488	0.0821480194403068	0.3611363992629848	0.3025828304099059	0.0022470205865096973	-0.019395657270947927	0.08757191921068758	3.6833855821658488	0.02735331419818958	-0.23610620685799813	1.0660259347375025
cg25467652	chr1	11795975	11795976	+	Mixed	3	0.3330237908224063	0.05777566462312473	0.46303808957453246	-0.1165650447221915	-0.012078966317587703	-0.16279727494231858	-0.20181524080838195	-2.01754571725924	-0.2090666787890674	-2.817748199077556	-3.4930838463709395
cg25978218	chr1	15738731	15738732	-	Cell Type PC2	5	0.4112877764633011	0.07039705383396623	0.48120398627001354	-0.09864559631338402	-0.0070017573822638846	-0.19820347896313426	-0.36428759761855073	-1.4012744985897123	-0.09946094333404577	-2.815508152238923	-5.174756297014006
cg26221105	chr1	223914342	223914343	+	Age	4	0.1472267472827278	0.02122912388758652	0.14858291134519022	-0.058192211083041824	-0.004245562874706767	-0.019663737359515335	-0.0637213497115375	-2.741149912317815	-0.19998766304196422	-0.9262623113247491	-3.0016005393796683
cg26815395	chr1	180485042	180485043	+	Age	6	0.3227336881740146	0.04673237521157977	0.32487129167319206	-0.13747082640743175	-0.017259199154411098	0.0720849069969702	-0.12626133886852162	-2.9416614453050096	-0.3693199645057728	1.5425046698484173	-2.701795881268099
ch.1.159013533R	chr1	160746908	160746909	+	Age	4	0.14866238849629512	0.022310073755878464	0.13939176075654444	-0.06554493171419883	-0.0035731404030457867	-0.02814588618078052	-0.04537484597283521	-2.9379074417864013	-0.16015816183056333	-1.2615774599743035	-2.0338276990626007
ch.1.171672612F	chr1	173405988	173405989	+	Age	4	0.1965552614657216	0.030270047503853224	0.16005155844189428	-0.08863534092002708	-0.0037464852793108946	-0.06363131234000499	-0.05647269663080032	-2.928153347256698	-0.1237687281076776	-2.102121324120983	-1.8656296004692965
cg00050692	chr2	25524876	25524877	-	Cell Type PC2	2	0.306023912624407	0.044260624413504576	0.44280158306907225	-0.06669077275312194	-0.017629360015590234	0.04843032686403642	-0.22896063780447873	-1.5067743312896775	-0.3983079825283995	1.094207944550814	-5.173009663519782
cg00602811	chr2	145278563	145278564	+	Age	4	0.654892720482502	0.1086107475443882	0.742205962622224	-0.3725193794801738	-0.005343113600919609	-0.26997995892206145	0.04162736265023953	-3.4298574303425045	-0.04919507251099555	-2.485757303269855	0.3832711181112792
cg00705730	chr2	106438119	106438120	-	Cell Type PC1	9	0.754328565076639	0.1185811131993994	0.8449138462504979	0.012144684320623576	-0.013685482095473073	-0.6955989752968841	0.03808827313131874	0.10241668333979755	-0.11541030208124567	-5.866018259815149	0.32120016504881027
cg01444574	chr2	128617327	128617328	+	Cell Type PC2	8	0.3143735090768227	0.042601828874130346	0.043338502279377064	0.05524772063016544	-0.009758771142308678	-0.09533298882288038	0.20917620784935512	1.2968391754588315	-0.22906930054908092	-2.2377675170835367	4.910028826869822
cg02152819	chr2	232258416	232258417	-	Cell Type PC2	5	0.2052730895687136	0.030384521985106196	0.2542482428058148	-0.02688847691429011	-0.012121123857956051	-0.03431731848612226	-0.16135442508306314	-0.8849399351245424	-0.3989242899360915	-1.1294342067630299	-5.310415123929066
cg02458141	chr2	20817915	20817916	+	Mixed	3	0.260950289575598	0.04286480613690305	0.43218568628736287	-0.0743618390973766	-0.013078374467468679	-0.13084320707829225	-0.15912981963802014	-1.7347993797027166	-0.3051075146752916	-3.0524623547905674	-3.712365317360494
cg02543462	chr2	113885115	113885116	+	Mixed	3	0.4211495129532348	0.06949468262235108	0.49663511320103243	-0.1320124633217505	-0.0168037939741546	-0.2143597766781854	-0.28353017100616873	-1.899605240866188	-0.24179970812256243	-3.0845493293790853	-4.07988295373521
cg03989987	chr2	113885276	113885277	+	Mixed	3	0.41019198349992725	0.05949477880317165	0.4945616855271733	-0.07844981841665591	-0.019409692762376113	-0.26652764957183245	-0.1574662345499967	-1.3186000518834398	-0.3262419518625286	-4.479849407518495	-2.6467235901648936
cg04738464	chr2	218868753	218868754	-	Mixed	3	0.373612742416967	0.05089924135974079	0.49515742115051326	-0.0930715786239259	-0.014406491615573003	-0.1303152071186127	-0.22989115746975974	-1.8285454976847983	-0.2830394173019629	-2.5602583385788273	-4.516593004696416
cg05874176	chr2	172019978	172019979	+	Cell Type PC2	8	0.3475200795364284	0.043209019566791455	0.11362692867884966	0.005261910700471514	-0.020601609425003164	-0.12217108820282996	0.24501043727864702	0.12177806284953492	-0.47678955994726274	-2.827444117633376	5.670354007915311
cg05991009	chr2	102080673	102080674	-	Cell Type PC1	9	0.713351536909885	0.08372113959882105	0.6602625534648685	-0.009012655508457847	-0.011729193317166986	-0.4872450110422967	-0.010347249677812129	-0.10765089380824389	-0.1400983476021886	-5.819856411141805	-0.12359183985543644
cg06021088	chr2	127822550	127822551	-	Cell Type PC2	5	0.303606260219934	0.05218130553470196	0.44099251627706265	-0.053166202985453805	-0.011906574945161619	-0.12046844321284295	-0.30009926309396706	-1.0188745268187447	-0.2281770228466865	-2.3086513834485842	-5.7510876743854755
cg06373940	chr2	128052777	128052778	+	Cell Type PC1	9	0.7689033385156759	0.11870893880263624	0.8260895455615862	0.009707383729536175	-0.004904707265254438	-0.696696726121167	0.006575099434384765	0.08177466522277257	-0.04131708458289677	-5.868949155374768	0.05538841051655285
cg06567855	chr2	85977910	85977911	-	Age	6	0.24954815835847532	0.03738608539170274	0.1984771041248954	-0.12446932689821998	-0.013205040350890047	0.022687056961598423	-0.05563848437327706	-3.329295527844806	-0.35320735542482606	0.6068315717973902	-1.4882136974315356
cg06639320	chr2	106015738	106015739	-	Age	7	0.644343990387388	0.08856991291886637	0.1767086964016661	0.35784177730539485	-0.006129130614593983	0.08622736256269227	0.08854591877879876	4.040218235657433	-0.06920104596025194	0.9735513982234579	0.9997290937827884
cg07227049	chr2	58335007	58335008	+	Cell Type PC1	9	0.7506979966190359	0.10983536833629107	0.8308733090769567	-0.012426826170214157	-0.00776314139091544	-0.6526839244939286	-0.001081559281960437	-0.11314047886802751	-0.07067979566605956	-5.942383900380413	-0.009847094777785484
cg09112476	chr2	232580214	232580215	-	Age	6	0.19162982695001468	0.027952647693948344	0.20529747145123908	-0.07946541832371319	-0.011160989179253712	0.02482465497160581	-0.08176524191858334	-2.8428583651099784	-0.39928200367473704	0.8880967285607176	-2.9251340629276146
cg09948350	chr2	70189091	70189092	+	Cell Type PC1	9	0.672961102699137	0.10017215728254565	0.8190167232268872	-0.021311282681610873	-0.01400528261764128	-0.5793422210472743	-0.03685878488000924	-0.21274656810574874	-0.13981212941374488	-5.78346555333915	-0.36795438852380236
cg10275766	chr2	173591149	173591150	-	Mixed	3	0.47327814019058284	0.05931958314451861	0.5746748850974955	-0.059736559657647445	-0.01831177637096143	-0.27898934886146765	-0.179425693808189	-1.0070293230502474	-0.3086969833612784	-4.703157609549849	-3.0247295125297713
cg10835286	chr2	66657912	66657913	-	Age	6	0.7954794326303614	0.15101146786679864	0.6978288652133527	-0.5051392281456797	-0.05447144442301813	0.07161267005020916	-0.14576779010568727	-3.3450388588451005	-0.36071064795599017	0.4742200778643905	-0.9652762943425156
cg11009736	chr2	119699681	119699682	-	Mixed	3	0.4315422110570104	0.07742838645914753	0.5800199417760951	-0.11237709611283814	-0.015491689285182075	-0.3007980880563084	-0.29354860271547173	-1.451368177123646	-0.20007764585609364	-3.8848554362554664	-3.7912271731292337
cg11807280	chr2	66654643	66654644	+	Age	6	0.7375972478173509	0.16651936927325695	0.9422191042906625	-0.5669126913912057	-0.06574538899583159	-0.14362831571959744	-0.02494210201764395	-3.4044849789270253	-0.3948212708393336	-0.862532186774648	-0.14978498973722487
cg12571570	chr2	145267983	145267984	-	Cell Type PC2	2	0.410752189760798	0.049692197913442676	0.5743371719180067	-0.07540733699903772	-0.013184776320284836	-0.006692987513737196	-0.25776829583562266	-1.51748846228109	-0.26532890220011995	-0.13468890076859766	-5.187299146731674
cg12757011	chr2	162281110	162281111	-	Age	7	0.5666661423901228	0.044485065335252316	0.1893315786048734	0.1500087508223759	-0.022696319744074784	0.03784118107633562	0.053129517012829704	3.3721148815195976	-0.510200885915953	0.850649106417031	1.194322557748995
cg13652008	chr2	33359355	33359356	+	Cell Type PC1	9	0.6856205386890469	0.08953705256175348	0.7334577242719509	-0.009119612568919378	-0.016910761105052116	-0.5254469547593807	0.03328551103866246	-0.1018529458810318	-0.18886886066959604	-5.8684861710963885	0.3717512480735897
cg14254080	chr2	85106953	85106954	+	Cell Type PC2	8	0.3812233381036477	0.053590862282139405	0.09592820234297922	0.020721050880466815	-0.01956871385348083	-0.13107655850495703	0.2958471791143712	0.38665268663483815	-0.3651501957639265	-2.4458751533961007	5.520478053829901
cg14305711	chr2	62132429	62132430	+	Age	6	0.3383189917810754	0.049747721448822335	0.23886381304673077	-0.1620849703406973	-0.016269741641854796	-0.040751849463982984	-0.02820087296238444	-3.25813857640578	-0.3270449614178248	-0.8191701705555741	-0.566877680848075
cg14674720	chr2	219827929	219827930	+	Age	7	0.4580759251965405	0.04941884599583947	0.11636791540800664	0.16480548286409805	-0.022163460072910708	0.01669377104594303	0.07051357908082923	3.334871131510697	-0.44848194299754857	0.3378017173316525	1.4268560436794842
cg16097858	chr2	46765699	46765700	+	Mixed	3	0.3842575745289027	0.064639521753102	0.4894236898695677	-0.0864131691664477	-0.010648635242384685	-0.24775282571170515	-0.24940482334412367	-1.3368472851100697	-0.16473876900046316	-3.832838161427388	-3.8583952445804552
cg18739675	chr2	43041124	43041125	+	Cell Type PC2	5	0.4222712522315164	0.07201505509178391	0.5685296596793195	-0.08262797627173785	-0.006655506054861149	-0.26986703516364074	-0.35659575738557725	-1.1473708680279098	-0.09241825957612113	-3.7473696967903796	-4.9516834630077335
cg18826637	chr2	145116632	145116633	+	Age	6	0.742515386678685	0.15214462797615075	0.851559246142213	-0.5414971798041059	0.02450194171841525	0.07087691374400953	-0.12593900102669148	-3.559094967776238	0.16104375188492376	0.46585222683721544	-0.8277584473533491
cg19040077	chr2	242702748	242702749	+	Cell Type PC2	5	0.3915364282435429	0.05517198963654078	0.5003813677446755	-0.0666599476794487	-0.02189355891653255	-0.13741761784840578	-0.27581334526177803	-1.2082208402957317	-0.39682380607916845	-2.490713471703278	-4.999155315564422
cg19671120	chr2	98962973	98962974	+	Age	7	0.286852604768313	0.043286939048289313	0.18070945636960892	0.1415156791903017	-0.02282479776507214	0.018259760088163525	0.09507651279977397	3.269246620382005	-0.5272906393221668	0.4218307066663598	2.196424946880862
cg21190228	chr2	240132341	240132342	-	Cell Type PC1	9	0.6028723195973658	0.07631636071455779	0.6064627592255335	-0.021156170873313365	-0.017824488681368184	-0.4404912349019348	-0.03776914293756464	-0.27721671572420387	-0.23356051722691828	-5.771910908454896	-0.49490230645078387
cg21241410	chr2	43267815	43267816	+	Mixed	3	0.4651760271685342	0.08230962091156298	0.5747873984453176	-0.150649379065578	-0.02015889232583673	-0.288706248095418	-0.3120149151292656	-1.8302766723642454	-0.2449153829477154	-3.5075638169396566	-3.79074659406472
cg22016779	chr2	230452310	230452311	-	Age	6	0.4354641413714479	0.06698011677649614	0.34044925140230736	-0.22508036212470092	-0.024674463740991318	0.09363007523733513	-0.10167583077466016	-3.3604056391207044	-0.36838490179595784	1.3978786503129939	-1.5180002016708791
cg22129276	chr2	169926102	169926103	-	Mixed	3	0.3716119354042085	0.06084921385527304	0.49609267661106493	-0.09862331344064387	-0.013461829551704496	-0.19311660803033023	-0.24792190545773002	-1.620782047820942	-0.22123259609767215	-3.1736910930295483	-4.07436497121229
cg22303418	chr2	63284783	63284784	-	Age	7	0.541688699398582	0.0477479378187468	0.22122895882679633	0.1401976501756244	-0.01971760749017163	0.002195629735801421	0.12670339281561516	2.936203249401485	-0.41295202245216345	0.04598376047435022	2.6535887957420616
cg25739938	chr2	9610620	9610621	-	Cell Type PC1	9	0.725174768548775	0.10133807829433589	0.7809254796098533	0.015358031249019794	-0.013699935919279094	-0.6059429358920903	-0.005344547885498166	0.1515524224212391	-0.13519040571785568	-5.979420037274956	-0.052739779315480566
cg25757820	chr2	224819306	224819307	-	Cell Type PC1	9	0.755283907817437	0.11665333560960284	0.8553917307702922	0.02317908509137599	-0.012372858904450001	-0.6824585862922279	0.021541289841343028	0.19870057697233906	-0.10606519599111638	-5.850313518476434	0.18466072769178288
cg26164488	chr2	64440294	64440295	+	Mixed	3	0.6310403448715963	0.08906113608965685	0.6765882000986101	-0.10228921416988983	-0.018033940635080847	-0.4089044035849622	-0.28297692170358535	-1.1485280635418396	-0.20248945193025925	-4.591277649695853	-3.1773333928585377
cg26253134	chr2	70751720	70751721	+	Mixed	3	0.3601572939089785	0.053554635497241744	0.4346390908197584	-0.10010167222939508	-0.020560319917932363	-0.14367451066601733	-0.21774721193672647	-1.8691504722229073	-0.3839129839468573	-2.682765167422661	-4.0658891600138185
ch.2.30415474F	chr2	30561969	30561970	+	Age	4	0.2130279387627863	0.03590626070835119	0.18765955949961882	-0.10784849679348604	-0.00483880843520014	-0.07850226065924573	-0.07117653524018223	-3.0036125919511942	-0.13476224869259956	-2.186311220120658	-1.982287596536828
cg00329615	chr3	118706647	118706648	-	Age	4	0.689960866964707	0.1367910990017067	0.8213580446856561	-0.5281953310019892	-0.028015399918719555	-0.09744726882375447	-0.09377488757119802	-3.861328221329658	-0.20480426082672248	-0.7123801880014039	-0.6855335490069279
cg00481951	chr3	187387649	187387650	-	Age	7	0.33796464025435397	0.05362969571505852	0.08606898468912036	0.18853485335254255	-0.02117628887472639	0.030600384964305567	0.053945895589257324	3.5154936241714387	-0.3948612534972926	0.5705865855903669	1.0058959848640354
cg01844642	chr3	51989763	51989764	-	Age	7	0.43610254046599006	0.053961844214786926	0.33652020067378974	0.1954726888517867	0.007249488644087698	0.051914302041270115	0.02946253528106837	3.6224241720452945	0.134344716152254	0.9620557413611203	0.545988294317689
cg01916724	chr3	51975219	51975220	-	Mixed	3	0.24561435857395697	0.03974028864495404	0.37437842220346595	-0.07251677089844882	-0.022857702044174782	-0.09082921974845734	-0.13634603915716237	-1.824767090806134	-0.5751770513895627	-2.2855702070998984	-3.4309272480454087
cg02012974	chr3	66492991	66492992	+	Cell Type PC1	9	0.6632567192449592	0.07576990768104865	0.5988909425516029	-0.012754006842003743	-0.017907683996716856	-0.4395514487042984	-0.019070955690301192	-0.16832549005723202	-0.2363429565217205	-5.801134806110339	-0.25169564374526965
cg02351277	chr3	177397779	177397780	+	Cell Type PC2	5	0.345009893424541	0.0604831361482286	0.4414497500296834	-0.1039131986559078	-0.011855830013289714	-0.12735932389864993	-0.31959018522805493	-1.7180524237573145	-0.1960187709882326	-2.105699737304048	-5.283955257293894
cg03296370	chr3	39323215	39323216	-	Cell Type PC2	5	0.2408300670941781	0.038677293813888146	0.35370571405810414	-0.05944836435538983	-0.008630356937118	-0.06740665145813479	-0.1953087778254983	-1.5370352600533614	-0.22313755917481054	-1.742796478535698	-5.049701221737683
cg03296935	chr3	195946850	195946851	-	Mixed	3	0.3628515338343118	0.05403496547679728	0.4827422928106864	-0.09271675757534076	-0.021010022021560548	-0.20340787899994778	-0.1589504514959475	-1.7158659537804928	-0.3888227157391688	-3.7643751079528593	-2.9416221532370765
cg03520471	chr3	97753622	97753623	+	Age	6	0.599416680590191	0.07594009781890726	0.6893779329686955	-0.22340253431493312	-0.0073387445865527035	0.07657640908202938	-0.19667220942727043	-2.94182573806629	-0.09663859801778571	1.0083791209308095	-2.5898335013509
cg04381957	chr3	16550460	16550461	-	Mixed	3	0.530507065953046	0.0747133297925314	0.5062011565721006	-0.1764940597756082	-0.02270207000294927	-0.12378718888980533	-0.2953870373467712	-2.3622834140267583	-0.3038556850027938	-1.6568286975502935	-3.9536055770371927
cg05657656	chr3	150093969	150093970	-	Mixed	3	0.47210404616722573	0.07155513213165612	0.5433163425072474	-0.1051715642817959	-0.02614907920964249	-0.3412137441956832	-0.1289805125312042	-1.4697976392285608	-0.36543960482848564	-4.768543276083611	-1.8025333569909374
cg05700079	chr3	147126960	147126961	-	Age	7	0.6192729668613217	0.05806981678751919	0.1576440820562301	0.18667941272765423	-0.02540076974893274	0.019203514428472335	0.06939305091959325	3.2147408594507016	-0.4374177697490526	0.3306970038968627	1.19499345371635
cg05936004	chr3	130693827	130693828	+	Cell Type PC1	9	0.7711575568399012	0.09612255166468589	0.7473438095429923	0.014468263248897027	-0.014138278684618949	-0.56160275942777	-0.03257895280408783	0.15051892608269646	-0.14708596931486953	-5.842570236658576	-0.3389314186928404
cg05963604	chr3	57263542	57263543	+	Mixed	3	0.30793072098852553	0.05310360060868599	0.35475585503600615	-0.09154723890584715	-0.00836723645573828	-0.14660128388231447	-0.23801390164172503	-1.723936566570084	-0.15756439035830044	-2.7606656083944587	-4.482067108699854
cg06570224	chr3	157812474	157812475	+	Age	7	0.447240345041871	0.05504720194126276	0.1856068676171163	0.19384314440567624	-0.013219030581615082	-0.0013501423739353136	0.13121966585943756	3.521398682761632	-0.24013991838713689	-0.024526993676735134	2.383766317486099
cg06739107	chr3	188399478	188399479	+	Cell Type PC1	9	0.7511938792714186	0.10879075689233472	0.7730562040137519	-0.004052020868287233	-0.009135991470040933	-0.6351204166365638	-0.03374739574164849	-0.0372460030983821	-0.08397764415852359	-5.837999796849595	-0.31020462312847735
cg07220903	chr3	46973283	46973284	+	Cell Type PC2	5	0.45365557636113246	0.0746899036705475	0.533079817509288	-0.11966057939636002	-0.008823455654690338	-0.20981837835388548	-0.3787846990849937	-1.6020984566290963	-0.11813451646169006	-2.8091933185425066	-5.071431083320034
cg08468401	chr3	14303130	14303131	-	Age	6	0.7189087263972326	0.11944392514214859	0.568968583232889	-0.4040797531647712	-0.03477856987084148	0.010455766087175855	-0.10043860744321052	-3.383007990434686	-0.2911706880818926	0.08753702689134328	-0.8408850205121767
cg08541155	chr3	118994051	118994052	+	Age	4	0.47948255545151597	0.06542967469693572	0.5022545947879151	-0.17752405864582482	-0.013377738153627639	-0.031649986973346964	-0.20731224767226228	-2.7132040540947213	-0.2044597992515185	-0.4837252686941638	-3.168474375465164
cg09010699	chr3	195171692	195171693	+	Cell Type PC1	9	0.6668749179291821	0.10199535196469314	0.7778224512043745	-0.0016036542511538385	-0.018815610701260338	-0.5991438493588737	0.012111430479511298	-0.01572281697413978	-0.18447517792549584	-5.8742269899345425	0.11874492558939165
cg09467433	chr3	171283605	171283606	-	Cell Type PC1	9	0.7474726179410935	0.12768742782690776	0.8232985942750144	-0.00540281665786202	-0.007743324121560952	-0.7501896549192302	-0.001928547854353882	-0.04231283180976942	-0.06064280762282839	-5.8752037509611545	-0.015103662805144833
cg09599062	chr3	141995700	141995701	+	Mixed	3	0.6351075249046294	0.09552583305999088	0.6438456454381665	-0.15018527564612005	-0.016901357785249982	-0.3819263884518288	-0.31230812606386316	-1.5721954034339871	-0.1769297083715126	-3.9981476865213668	-3.2693577858434537
cg09666573	chr3	11267626	11267627	+	Mixed	3	0.2634481653744175	0.042875362718853366	0.3725231918604326	-0.07324999398047505	-0.01615222559798052	-0.1302639838131094	-0.14973688574349525	-1.7084402168396164	-0.3767251067680876	-3.0382013247862063	-3.492375953187032
cg10247798	chr3	52008825	52008826	+	Age	6	0.23856291108815753	0.03325656319457971	0.18124000055784534	-0.11775795208970628	-0.0055955547176168505	0.041137869194377265	-0.03884622874306791	-3.5408936095025885	-0.16825414835796493	1.2369849810903517	-1.1680770654437085
cg11014468	chr3	53362964	53362965	-	Cell Type PC1	9	0.560382149467858	0.07647112060082432	0.7036190216760024	-0.004809541119420856	-0.011948318246146533	-0.4457978504737564	0.011665845783646663	-0.06289356140766442	-0.1562461508641438	-5.829623614394254	0.15255230591613575
cg11084334	chr3	9594263	9594264	-	Age	7	0.536300245693822	0.07290809958387076	0.5517786914537761	0.26487736198319184	-0.0010948880838795444	-0.14998876025405736	0.1080319371004745	3.633030671420626	-0.015017372419919215	-2.057230418981308	1.4817549451580285
cg13066481	chr3	123372198	123372199	-	Age	4	0.403270555673736	0.04779714859927972	0.6144167804231409	-0.13916417091255823	-0.013477698111048375	-0.017622282089503543	-0.12554724230557598	-2.9115580111123065	-0.2819770322293133	-0.3686889826262377	-2.6266680332363577
cg14507891	chr3	49208513	49208514	+	Age	6	0.27549021008536284	0.03560323268165663	0.19470826697922855	-0.11229233700183017	-0.010130370634088205	-0.003884130817805892	-0.04609321067800197	-3.153992728859282	-0.2845351354655932	-0.109094891818828	-1.2946355486913397
cg14766620	chr3	5018859	5018860	+	Cell Type PC2	5	0.3276534901551722	0.055848625994562924	0.39479844183142626	-0.056261559410241864	-0.011426010728671443	-0.18414869637556913	-0.284218039923401	-1.0073937972210658	-0.20458893169160167	-3.297282486296023	-5.0890784663363196
cg16324121	chr3	9954272	9954273	-	Mixed	3	0.2445578878959272	0.040377584045263516	0.3019169818158066	-0.07797888989148895	-0.01099560427581478	-0.09038962710074537	-0.17754040535977827	-1.9312420922478706	-0.2723195192532728	-2.238609100520181	-4.397004168470169
cg17386185	chr3	52321265	52321266	+	Mixed	3	0.21415333828586	0.03243326173680347	0.2657110475186303	-0.07164567718780672	-0.010679702989271816	-0.07674851672828231	-0.12189402339116047	-2.2090185615376194	-0.32928242234585614	-2.3663520909829536	-3.7583029539345367
cg18095675	chr3	197272310	197272311	-	Cell Type PC1	9	0.7032832805575	0.10571828503676893	0.8833264314052762	-0.007897850917516814	-0.010626569098546562	-0.6224081906340942	0.04289166819541182	-0.0747065743146508	-0.10051779684896166	-5.887422316939969	0.40571664760257936
cg18279004	chr3	111802304	111802305	+	Cell Type PC1	9	0.689683006132353	0.10973594624959108	0.8583242594627185	-0.0032600648955326415	-0.011975648762834468	-0.6386448540386919	-0.00789594154075754	-0.029708267955494937	-0.10913150314115137	-5.819832751850642	-0.07195401152142489
cg18471664	chr3	5028142	5028143	-	Mixed	3	0.352922414800185	0.05410184772232602	0.4882389116804423	-0.07170643683320684	-0.014271894520152761	-0.2101646551947489	-0.21270009386896133	-1.3253971879340452	-0.26379680400939853	-3.884611414260829	-3.9314755932298246
cg19838154	chr3	39323201	39323202	-	Cell Type PC2	5	0.225959791157691	0.032381563139758186	0.28415513663904607	-0.054897795296232524	-0.008378502841171698	-0.028304764507898737	-0.15371124126637553	-1.6953411130677887	-0.25874300153486246	-0.8741012404415418	-4.746875269824401
cg20515136	chr3	159707144	159707145	-	Age	6	0.45900137857912504	0.04593770705820513	0.45706996132631306	-0.15378636551429542	-0.02472909998813239	-0.023632509054505604	-0.00864417829110169	-3.347715316296506	-0.5383181175499141	-0.5144468578843554	-0.18817174048650556
cg20669012	chr3	11102340	11102341	+	Age	6	0.347703885164625	0.04198008908529711	0.35937856809342716	-0.1411745840887364	-0.01851193633363142	0.045070011551568465	-0.06081020619715677	-3.3628938662300425	-0.44096943901233754	1.0736044761599506	-1.4485487649537796
